year,mileage,tax,mpg,engineSize,price
2014,45295,30,64.2,2,14499
2013,37274,30,64.2,2,11699
2016,56670,125,61.4,3,18999
2012,56700,20,68.9,2,8275
2016,25599,30,55.4,1.4,15749
2014,32379,0,74.3,1.6,8499
2016,40169,0,72.4,2,14399
2015,54775,30,61.4,2,12249
2015,43724,20,67.3,2,16000
2016,44900,160,50.4,2,18799
2014,62675,125,57.6,3,12199
2016,28952,30,64.2,2,16700
2011,64675,145,55.4,3,12999
2019,4031,145,34.9,2,33399
2017,28078,145,51.4,1.4,17699
2016,28958,20,70.6,2,15599
2013,62090,20,67.3,2,8899
2016,32354,30,62.8,2,16749
2016,50514,200,47.9,3,31499
2012,65627,0,74.3,1.6,7175
2016,49462,30,61.4,2,15600
2015,33233,200,47.9,2,18499
2016,22309,145,56.5,2,19499
2016,40172,0,67.3,1,10233
2017,11587,145,67.3,2,20999
2013,43903,235,44.1,3,15316
2011,66229,200,42.1,2,11795
2018,19811,145,70.6,1.6,13999
2013,35138,125,53.3,1.4,7799
2016,39803,145,47.1,1.8,15299
2016,30814,145,47.1,1.8,15299
2015,19978,235,38.7,2,22299
2015,32842,30,67.3,1.6,12999
2016,12396,30,58.9,1.4,14999
2018,6605,145,55.4,1.4,14399
2015,40510,235,42.8,3,24499
2018,15123,145,55.4,2,27549
2016,28064,145,47.1,1.8,16599
2016,77019,145,47.9,2,12999
2015,60438,30,62.8,2,11299
2013,43157,0,74.3,1.6,9261
2016,30154,20,65.7,2,15699
2017,36715,145,70.6,2,16599
2016,50992,30,58.9,1.4,12529
2015,83855,160,50.4,2,13063
2015,28255,0,83.1,1.6,11530
2012,82293,30,64.2,2,6999
2015,36000,125,58.9,3,17999
2013,53764,125,60.1,2,9999
2011,65349,30,61.4,2,8850
2010,42000,160,49.6,2,8450
2015,21131,0,80.7,1.6,10899
2015,20912,30,55.4,1.4,10879
2016,46553,30,61.4,2,13849
2017,40858,20,68.9,2,18189
2017,50841,145,64.2,1.6,15529
2015,42248,200,39.8,2,19300
2016,42991,235,39.8,2,15199
2017,34000,145,50.4,1.4,18052
2017,33636,30,61.4,1.6,16999
2017,32155,20,67.3,2,18204
2015,37402,20,68.9,2,9839
2019,6026,145,39.2,2,20500
2011,59468,235,42.8,3,12484
2012,56767,125,53.3,1.4,9020
2017,41112,145,62.8,2,18495
2015,42670,235,39.8,2,15499
2016,44703,0,74.3,2,14195
2016,64753,20,70.6,2,10999
2011,63119,145,53.3,3,11440
2014,49987,150,47.9,1.4,14840
2015,34589,145,56.5,2,17440
2016,57583,30,62.8,2,15940
2015,52902,30,58.9,1.4,10470
2016,85945,30,64.2,2,12470
2016,97420,200,47.9,3,25940
2014,56508,125,58.9,2,12640
2012,64446,0,74.3,1.6,6790
2014,57099,125,58.9,2,14989
2016,64561,20,64.2,2,12550
2015,58972,30,57.6,1.4,12940
2014,69743,200,47.9,3,14840
2013,95012,260,41.5,3,17940
2015,87661,20,70.6,1.6,8260
2004,28477,305,36.2,1.6,4689
2016,30865,30,60.1,2,15790
2017,30364,20,67.3,2,17290
2013,57912,20,67.3,2,8490
2018,9566,145,52.3,1.4,17931
2017,30584,145,60.1,1.4,15970
2016,10301,0,67.3,1,11499
2017,34026,145,58.9,2,21699
2016,19126,145,47.9,1.4,18500
2016,42811,145,52.3,2,18000
2016,45188,0,72.4,2,13699
2016,25667,160,50.4,2,18999
2015,23758,0,80.7,1.6,9999
2014,37245,235,37.7,2,18499
2016,27214,160,49.6,2,17399
2018,8668,145,64.2,1.6,20192
2016,20587,200,40.4,2,20250
2019,6469,145,42.8,1.5,19500
2011,35577,235,38.7,2,10599
2015,32199,30,55.4,1.4,11199
2012,94547,235,38.7,2,9290
2009,88639,235,42.1,2,7980
2015,46374,125,58.9,2,14940
2015,20000,205,40.4,2,19940
2013,59000,150,55.4,2,14440
2017,76000,150,65.7,2,15940
2013,44681,125,58.9,2,11690
2015,37000,30,57.6,1.4,14790
2014,73822,125,57.6,2,11990
2016,65000,20,72.4,2,12490
2017,20000,150,56.5,2,21670
2013,33013,125,53.3,1.4,9480
2016,76000,30,62.8,2,10470
2017,63829,150,68.9,1.6,11670
2013,75016,200,47.9,3,15440
2015,40383,30,57.6,1.4,9790
2016,36000,20,67.3,2,15940
2017,44151,20,65.7,2,14970
2019,15649,145,42.2,1.5,15470
2010,90804,150,53.3,2,6970
2014,78699,20,72.4,1.6,8770
2017,54837,0,67.3,1,9950
2015,31478,0,80.7,1.6,9470
2014,60634,300,38.2,3,18940
2016,58394,30,62.8,3,17970
2016,36379,0,67.3,1,10996
2015,55522,20,68.9,2,9799
2016,41073,30,64.2,2,15871
2016,37089,30,64.2,2,16499
2013,111873,30,61.4,2,9470
2019,2000,150,40.9,2,21970
2016,52557,30,64.2,2,13797
2016,46491,30,61.4,2,13890
2007,93392,565,29.7,3.2,5995
2016,65766,30,61.4,2,16490
2017,42156,145,64.2,3,18470
2016,94175,30,61.4,2,14840
2017,73474,125,58.9,2,18440
2017,31827,145,64.2,1.6,16240
2017,21909,30,64.2,1.6,15940
2016,36882,30,61.4,2,13499
2015,47620,0,67.3,1,9799
2015,55411,200,47.9,2,14670
2015,40011,0,80.7,1.6,8990
2019,9988,145,50.4,2,25490
2008,117000,200,48.7,2,2995
2015,101000,0,74.3,1.6,7793
2013,103000,20,67.3,2,9193
2014,119000,20,68.9,2,8492
2015,109000,30,64.2,2,12794
2012,76975,20,68.9,2,8299
2015,77808,30,64.2,2,11299
2012,88394,125,60.1,2,6899
2016,61104,30,61.4,2,13500
2012,78807,30,61.4,2,8795
2016,40414,160,49.6,2,16777
2017,28892,140,70.6,2,15999
2015,90000,0,74.3,2,9390
2012,104822,20,68.9,1.6,4895
2012,95437,125,58.9,2,8988
2015,81337,30,61.4,2,13249
2016,57737,125,58.9,2,15779
2017,36974,30,60.1,1.4,17000
2016,122000,0,74.3,1.6,7791
2014,107000,20,67.3,2,7491
2015,123000,0,83.1,1.6,6793
2013,63360,30,64.2,2,8388
2015,29442,125,60.1,2,14695
2011,139989,300,33.6,2,7495
2015,84638,20,67.3,2,9249
2016,18758,20,72.4,1.6,12999
2016,20271,30,61.4,2,17970
2016,69774,145,55.4,2,16190
2012,46179,125,53.3,1.4,9890
2017,31037,0,67.3,1,10170
2015,47331,125,52.3,1.4,10470
2015,14973,200,40.4,2,19970
2013,103000,20,67.3,2,9193
2014,119000,20,68.9,2,8492
2016,100000,0,74.3,2,10393
2015,109000,30,64.2,2,12794
2016,37235,0,74.3,1.6,11000
2016,41085,0,74.3,1.6,11999
2017,24505,145,72.4,2,17499
2017,29885,145,55.4,2,19500
2017,70816,20,70.6,2,13799
2016,44406,20,67.3,2,16999
2017,27743,145,70.6,1.6,14699
2014,40000,300,34.9,3,17999
2015,79813,160,45.6,1.8,9500
2014,7595,125,50.4,1.8,12799
2014,34452,125,52.3,1.4,10399
2015,108000,20,68.9,2,7793
2015,130000,0,74.3,1.6,6793
2015,128000,20,68.9,2,6791
2015,128000,20,68.9,2,6791
2016,122000,0,74.3,1.6,7791
2015,123000,0,83.1,1.6,6793
2012,43500,30,55.4,1.2,8899
2014,24076,125,50.4,1.8,14525
2015,54296,145,52.3,2,15499
2016,16063,30,62.8,2,16199
2015,43523,20,60.1,1.4,13599
2016,17104,20,60.1,1.4,15899
2015,21769,0,80.7,1.6,11786
2015,71494,30,64.2,2,15352
2016,18663,20,60.1,1,12999
2016,98791,20,70.6,2,10199
2013,63986,0,74.3,1.6,9312
2017,33130,145,67.3,2,18299
2016,38786,20,64.2,2,14821
2015,34116,125,58.9,2,15999
2016,32073,0,74.3,2,13799
2014,30603,30,64.2,2,15999
2014,29998,200,47.9,2,14799
2016,39238,20,65.7,2,14599
2016,34553,125,58.9,2,13699
2016,64713,160,50.4,2,16199
2015,53990,200,47.9,2,16638
2016,27354,30,55.4,2,15158
2016,87754,0,74.3,2,10923
2016,48573,0,176.6,1.4,15499
2017,40852,145,70.6,2,16499
2015,65799,20,67.3,2,13999
2014,70796,30,55.4,1.2,7875
2016,84049,0,74.3,1.6,9699
2018,8506,145,55.4,1.4,17499
2014,56180,30,61.4,2,9899
2017,29264,150,76.3,1.6,12000
2014,48030,0,74.3,1.6,12239
2016,11318,30,55.4,1.4,15499
2013,29899,125,53.3,1.4,8399
2016,28349,30,55.4,1.4,11663
2017,21396,20,60.1,1.4,16089
2016,33309,20,72.4,1.6,12710
2016,41656,30,61.4,2,16750
2016,14790,160,44.1,1.8,19999
2017,16951,125,49.6,2,19599
2016,63562,20,68.9,2,9999
2012,57080,300,38.2,3,18299
2017,33112,145,65.7,2,17750
2014,37357,200,40.9,2,17499
2016,40984,145,56.5,2,19499
2015,25447,145,52.3,2,16999
2016,46616,30,67.3,2,15999
2017,14751,20,72.4,1.6,18599
2015,54735,0,83.1,1.6,10249
2015,41843,0,83.1,1.6,9999
2015,74209,0,74.3,1.6,8599
2016,31461,0,76.3,1.6,10159
2016,37812,125,58.9,2,11250
2017,15183,145,55.4,2,27499
2016,85503,200,47.1,2,16749
2015,38456,30,57.6,1.4,14999
2019,2504,145,52.3,1,16499
2015,57345,20,58.9,1.2,10195
2017,27015,145,55.4,1.4,12313
2017,25737,125,51.4,1.4,17749
2016,65436,0,76.3,1.6,9249
2016,44652,20,67.3,2,13699
2016,17374,160,46.3,1.8,17695
2016,48090,30,55.4,1.4,11999
2016,55514,30,67.3,2,15495
2012,62898,160,49.6,2,10999
2016,24755,0,76.3,1.6,10726
2016,25818,0,76.3,1.6,11447
2017,25562,145,70.6,2,17995
2015,47694,30,64.2,2,15800
2017,40930,145,58.9,2,20000
2016,56904,30,61.4,2,16295
2017,13063,145,52.3,2,22199
2015,37314,145,55.4,2,13650
2017,18153,145,47.9,1.4,18000
2016,48764,0,72.4,2,13476
2016,36483,160,50.4,2,18625
2015,28457,125,57.6,2,15995
2016,42624,145,51.4,2,17250
2017,29155,0,76.3,1.6,9999
2013,37362,125,57.6,2,10000
2017,25777,125,52.3,1.4,16595
2017,21054,30,58.9,1.4,14761
2017,10909,0,67.3,1,11949
2013,49898,125,53.3,1.4,10328
2015,37759,0,80.7,1.6,9999
2014,55433,200,40.4,2,13499
2018,19132,150,39.8,3,38880
2015,25026,30,58.9,1.4,11960
2015,20517,20,67.3,2,15699
2017,10987,145,68.9,2,20499
2016,28369,30,55.4,1.4,12760
2015,24204,260,35.8,3,20999
2014,33679,160,50.4,2,14599
2016,19752,20,70.6,2,15299
2015,31983,20,70.6,1.6,10451
2014,63000,235,37.7,2,13525
2016,27809,200,40.9,2,20499
2016,58689,30,60.1,2,14406
2016,46636,125,61.4,2,14551
2016,39937,30,55.4,1.4,13500
2018,17703,150,50.4,2,26850
2019,2805,150,33.2,3,41880
2019,17102,150,42.2,1.5,19930
2019,4569,150,40.9,2,21430
2019,5262,150,52.3,1.6,20880
2019,5148,150,49.6,1.6,19650
2014,31036,20,67.3,2,11499
2015,13357,160,43.5,1.8,17299
2016,33534,0,83.1,1.6,9999
2016,20681,30,58.9,1.4,14890
2017,58097,145,62.8,2,17499
2015,42195,30,54.3,1.4,14536
2016,62266,20,70.6,2,12999
2013,59447,0,74.3,1.6,7299
2014,53785,30,62.8,2,11644
2015,39207,0,76.3,1.6,11655
2015,55457,165,52.3,3,18780
2016,53801,200,47.9,3,25930
2017,24193,150,62.8,2,23830
2019,9641,150,30.7,4,82930
2018,13953,150,54.3,1.5,18350
2019,12998,150,32.8,3,43930
2019,10936,150,48.7,2,26480
2019,5126,150,49.6,2,25480
2015,33333,145,53.3,2,14548
2016,34979,30,56.5,1.2,11762
2014,39358,200,47.1,2,16999
2016,21700,0,67.3,1,10799
2019,16520,150,41.5,1.5,21880
2016,65401,200,47.1,2,18999
2013,43052,235,44.1,3,16999
2016,51708,160,49.6,2,16999
2016,36942,30,55.4,1.4,11673
2012,84332,125,50.4,1.8,9999
2012,84535,30,61.4,2,8147
2019,12687,150,32.8,3,43930
2017,26785,240,38.2,3,26430
2019,11636,150,38.2,2,32900
2016,25200,150,55.4,2,16995
2016,15683,0,67.3,1,11999
2016,72643,20,65.7,2,13495
2013,17956,125,52.3,1.4,9791
2019,8501,150,49.6,2,25350
2019,8619,150,44.8,2,25450
2019,3510,150,49.6,2,25280
2019,11999,150,38.2,2,33480
2019,4521,145,46.3,1.6,22600
2015,58680,20,68.9,1.6,11799
2015,26153,200,47.9,2,18499
2013,55856,0,74.3,1.6,8799
2016,35930,30,64.2,2,13499
2017,27385,0,74.3,1.6,12799
2016,82785,20,67.3,2,11513
2019,5756,150,47.1,1,20930
2019,14476,150,42.2,1.5,20480
2019,9583,150,41.5,1.5,22930
2019,9377,150,38.2,2,33880
2019,14362,145,41.5,1.5,21880
2019,9999,145,38.2,2,33930
2017,3793,145,50.4,3,34930
2019,3294,145,40.9,2,21780
2019,13450,140,52.3,3,29930
2020,2749,145,44.1,1.5,24880
2018,14882,145,52.3,1.4,20680
2017,23548,145,65.7,2,19430
2017,4510,145,50.4,3,33330
2020,4563,145,48.7,2,29930
2016,64685,240,42.8,3,24430
2019,7523,150,44.1,1.5,21380
2016,37998,160,50.4,3,23400
2019,16581,150,42.2,1.5,21930
2020,4521,145,39.2,2,29930
2020,3854,145,48.7,2,28900
2020,3452,145,39.8,2,28900
2016,76860,20,67.3,2,11795
2016,92930,125,56.5,2,12000
2014,80120,30,62.8,2,10000
2015,25988,160,50.4,2,17850
2020,4521,145,39.2,2,32880
2017,14257,145,54.3,1.4,18930
2020,5412,145,38.2,2,36930
2020,2415,145,40.9,2,24480
2020,4521,145,50.4,2,26880
2015,49373,125,61.4,2,19780
2020,4526,145,42.8,2,26430
2019,2000,145,49.6,1.6,20880
2016,82970,145,53.3,2,12795
2014,106420,30,64.2,2,11000
2015,99590,160,49.6,2,12500
2015,120500,30,64.2,2,10795
2016,103040,20,68.9,2,7500
2014,39562,30,62.8,2,13199
2019,9244,145,32.5,3,52600
2019,8968,145,48.7,2,23880
2019,2541,145,39.2,3,43930
2017,24833,145,55.4,1.5,17780
2019,4599,145,38.7,2,26700
2019,6785,145,35.8,3,46480
2019,3500,145,48.7,2,24300
2019,3841,145,49.6,1.6,20430
2020,3452,145,39.2,3,49800
2020,4521,145,39.2,2,27900
2020,6524,145,38.2,2,31680
2016,10931,200,40.4,2,21200
2020,3524,145,43.5,1.5,26880
2015,41402,20,68.9,2,10467
2015,46526,0,67.3,1,9499
2016,119880,30,64.2,2,11295
2015,114520,30,64.2,2,14000
2020,7791,145,34.5,3,43950
2019,1870,145,37.7,2,33950
2019,8910,145,32.8,3,45850
2018,26885,150,37.2,4,60750
2019,6888,150,38.7,2,28950
2019,790,145,39.8,2,23950
2019,121,145,42.8,2,27950
2018,18887,145,52.3,1.4,17250
2017,36775,145,61.4,2,19950
2017,56885,145,51.4,2,18950
2019,3750,145,38.2,2,24650
2020,3558,145,39.2,3,47950
2020,3200,145,45.6,2,36950
2018,15981,150,40.9,2,29350
2017,47108,150,56.5,1.4,14450
2019,8140,145,47.1,2,26350
2019,16,145,30.1,2.9,49750
2019,6124,145,38.2,2,33650
2019,1190,145,39.2,2,23950
2019,3225,145,30.7,2,34950
2017,34440,125,52.3,1.4,16750
2018,26265,150,61.4,2,21950
2019,125,145,39.2,2,26450
2019,5800,145,50.4,2,28950
2019,121,145,33.2,3,46950
2016,75869,0,80.7,1.6,8500
2016,41135,30,58.9,1.4,15000
2014,50416,0,74.3,1.6,7599
2015,59117,125,57.6,2,11000
2013,40328,30,56.5,1.4,10499
2015,29119,30,56.5,1.4,11000
2016,40584,160,51.4,3,23499
2013,80814,0,74.3,1.6,6299
2016,32467,20,70.6,1.6,11000
2015,36196,0,80.7,1.6,10000
2015,64266,200,47.9,3,17000
2015,62632,20,60.1,1.4,10000
2016,28646,145,51.4,2,16499
2016,30836,125,53.3,1.4,11499
2017,20549,145,62.8,1,12000
2016,38938,30,68.9,1.6,12999
2017,24068,30,62.8,2,17999
2015,36435,200,47.9,2,17999
2014,81008,20,68.9,2,7699
2015,27736,145,56.5,2,14699
2015,81790,125,57.6,2,12000
2016,121200,30,61.4,2,12000
2015,79070,145,56.5,2,11500
2014,94410,30,58.9,1.4,9895
2015,57140,160,51.4,2,15295
2016,117740,30,57.6,1.4,9500
2015,100860,0,72.4,2,9500
2015,61220,0,83.1,1.6,9000
2016,87234,30,61.4,2,11499
2015,68899,20,67.3,2,10000
2017,29500,145,62.8,2,19985
2015,30554,160,52.3,2,15950
2015,46558,200,47.9,3,18950
2019,3833,145,51.4,1.6,18450
2017,29854,145,50.4,2,21500
2015,121420,0,176.6,1.4,9795
2016,88340,0,76.3,1.6,8295
2015,86540,20,67.3,2,10495
2014,92160,200,44.8,3,13500
2017,77240,145,67.3,2,14795
2016,16552,30,57.6,1.4,11450
2017,33005,145,76.3,1.6,12950
2017,24885,145,38.7,3,24750
2018,25448,145,56.5,2,22750
2016,29702,0,67.3,1,10950
2019,9788,145,32.1,2,35850
2016,28221,165,50.4,2,18500
2017,14623,150,46.3,1.8,19000
2016,25726,20,60.1,1.4,14200
2017,16390,150,53.3,1.4,14400
2017,19471,145,55.4,1.5,19300
2017,27285,145,47.9,1.4,20000
2018,37449,145,49.6,1.6,17000
2016,33538,30,61.4,2,17700
2015,36343,20,67.3,2,15000
2016,14521,30,55.4,1.4,12500
2017,15322,145,56.5,1.4,15400
2018,14655,150,64.2,1,14450
2019,12354,145,38.2,2,33950
2017,9088,145,60.1,1.4,17950
2017,23052,145,67.3,2,18600
2017,14079,145,65.7,2,24700
2015,25956,205,47.9,3,29950
2012,48000,20,68.9,1.6,6695
2016,36615,145,51.4,2,17499
2019,6481,150,40.9,2,22450
2019,6481,150,40.9,2,22450
2016,38155,20,68.9,2,16000
2018,26520,145,39.2,4,53950
2017,35652,305,39.2,4,45950
2019,9150,150,32.1,3,54950
2019,351,150,34.9,2,31450
2019,354,150,34.9,2,31450
2020,998,150,47.1,2,32950
2019,9970,150,49.6,2,26750
2019,9647,150,50.4,2,29450
2018,18254,150,61.4,1.6,19450
2015,18885,160,44.1,2,19000
2018,14755,150,60.1,2,22950
2020,4500,150,38.2,2,39950
2020,8500,150,33.2,3,61950
2016,22652,0,72.4,1.6,13450
2017,28685,145,55.4,3,21950
2017,68454,150,58.9,2,19950
2019,3003,150,38.2,2,35950
2019,14738,150,42.2,1.5,23450
2019,9527,150,42.2,1.5,23950
2019,2936,145,51.4,2,26450
2020,6552,150,47.9,1,21450
2019,3544,150,40.9,2,28450
2020,5500,150,44.1,2,28950
2020,5520,150,44.8,1.5,23950
2020,4541,150,51.4,1.6,21450
2019,6521,150,39.8,1.5,28450
2018,27258,150,39.2,4,54950
2018,5044,150,23,5.2,95950
2015,48540,200,47.1,2,18950
2019,6500,150,48.7,2,26950
2019,8955,145,44.1,2,30950
2017,32655,145,39.2,4,46950
2019,5345,145,38.7,2,25950
2017,27554,145,61.4,2,16950
2019,6525,145,51.4,1.6,21950
2019,2500,145,29.4,4,74950
2016,20589,145,56.5,2,16499
2017,38770,20,67.3,2,12699
2015,31332,30,56.5,1.2,10999
2017,25720,20,70.6,2,13000
2019,6844,145,67.3,2,22950
2019,20,145,38.2,2,39950
2019,5000,145,50.4,2,29950
2016,35685,0,67.3,1,11950
2017,15083,145,72.4,1.6,12995
2019,112,145,39.8,2,33950
2020,6685,145,39.2,3,43950
2020,3200,145,39.2,3,45950
2020,5500,145,49.6,2,34950
2019,6500,150,48.7,2,26950
2019,6552,150,44.1,1.5,24450
2019,6500,150,43.5,1.5,24450
2019,6500,150,45.6,1,20950
2019,3555,150,42.2,1.5,24950
2017,18352,150,42.8,2,22950
2018,14544,150,48.7,1.4,20950
2019,15516,145,55.4,2,31950
2017,53544,145,58.9,2,20450
2017,30562,145,62.8,2,18950
2019,1985,145,40.9,2,21950
2017,29888,145,61.4,2,21450
2017,24885,145,61.4,2,21950
2019,8000,145,32.8,3,48950
2017,19422,150,57.7,2,21000
2019,13542,145,39.8,1.5,25950
2018,28950,145,60.1,1,16950
2018,13558,150,48.7,3,32350
2015,74369,30,62.8,2,8395
2014,43752,555,28.8,4,44491
2019,5000,145,44.8,2,29950
2019,3530,145,52.3,1.6,25950
2019,4530,145,39.8,1.5,31495
2019,5310,145,39.8,1.5,29950
2019,5630,145,50.4,2,32950
2019,6500,145,51.4,1.6,22950
2016,30122,150,53.3,3,22450
2015,47178,165,49.6,2,15950
2016,10380,30,55.4,1.4,12750
2020,875,150,33.2,3,55750
2017,15336,150,43.5,2,28350
2014,44015,20,67.3,2,10800
2017,24736,150,80.7,1.6,12400
2014,46302,30,57.6,1.2,9300
2016,66680,0,74.3,1.6,11200
2014,42953,20,64.2,2,12000
2016,47602,30,57.6,1.4,13500
2015,48034,30,65.7,2,13500
2019,6471,145,48.7,2,26950
2017,40652,0,76.3,1.6,10450
2016,32542,30,60.1,1.4,16450
2016,33641,145,51.4,2,18000
2016,53947,145,51.4,2,16500
2016,21764,0,83.1,1.6,11600
2017,22640,150,55.4,2,19600
2017,20000,145,51.4,1.4,17400
2015,26145,160,46.3,2,16300
2015,40000,160,46.3,2,15500
2017,12993,145,51.4,1.4,17700
2015,33000,125,60.1,2,14800
2016,12445,20,64.2,1,12900
2016,38207,30,56.5,1.4,12500
2017,34311,30,57.6,1.4,11000
2015,25621,0,80.7,1.6,11000
2016,23549,30,61.4,2,14500
2017,32378,0,67.3,1,11000
2017,26931,30,56.5,1.4,17450
2016,43316,200,47.1,2,19600
2017,31494,145,65.7,2,16500
2014,29319,145,54.3,3,19800
2017,26951,150,51.4,1.4,16300
2019,17175,145,50.4,1,17500
2017,33679,145,57.7,2,19400
2016,62926,235,42.8,3,22700
2016,50900,20,67.3,2,14900
2018,22496,145,72.4,1.6,14500
2016,41333,30,65.7,2,16400
2015,34540,30,57.6,1.4,11300
2017,28337,20,61.4,1.4,12800
2015,26382,150,56.5,2,14500
2016,40424,125,53.3,1.4,12000
2016,27226,20,70.6,1.6,12400
2015,33459,325,32.8,2.5,26200
2015,21565,200,47.9,2,19200
2015,4984,30,58.9,1.4,15500
2017,22133,145,40.4,2,23500
2016,11369,20,65.7,2,16500
2019,9134,145,48.7,2,25300
2018,21000,145,50.4,1.4,19000
2016,19856,30,56.5,1.4,17400
2014,55000,125,53.3,1.4,7800
2017,73872,150,70.6,2,18500
2017,13466,20,62.8,1,12600
2017,36943,150,51.4,1.4,16000
2013,54766,125,53.3,1.4,7200
2013,59438,125,58.9,2,9000
2017,19836,145,65.7,2,17000
2016,41185,200,47.1,2,19400
2015,30000,200,47.1,2,19600
2014,40000,260,41.5,3,22200
2016,14502,0,67.3,1,11100
2017,42118,145,67.3,2,16400
2016,14510,30,58.9,1.4,16100
2016,57000,20,68.9,1.6,11900
2016,54425,30,57.6,1.4,14000
2014,41921,30,61.4,2,12800
2016,56603,30,58.9,1.4,11800
2013,32412,125,57.6,2,13100
2014,69682,260,41.5,3,19400
2017,36935,145,70.6,1.6,12000
2015,54890,125,60.1,2,13300
2017,48747,150,47.9,1.4,15850
2016,29526,0,67.3,1,11000
2015,16375,125,60.1,2,15800
2014,18954,125,53.3,1.4,11400
2015,30000,160,51.4,2,17100
2016,38564,145,52.3,2,16700
2016,74904,125,57.6,2,14050
2018,30116,145,55.4,1,16200
2016,46557,200,47.1,2,19400
2016,37874,30,58.9,1.4,12300
2017,55000,0,74.3,1.6,10400
2017,25000,125,53.3,1.4,13500
2016,12650,0,76.3,1.6,11300
2018,11396,145,42.2,1.5,19100
2017,15421,145,67.3,1,11500
2013,40510,200,47.9,2,13700
2014,53900,20,60.1,1.4,9200
2017,18476,145,47.9,1.4,18200
2017,30804,30,60.1,1.4,17000
2018,13811,145,52.3,1.4,17700
2015,46525,160,49.6,2,16200
2016,25000,20,65.7,2,15300
2015,24642,30,55.4,1.4,11300
2017,32106,145,74.3,1.6,13800
2016,30999,30,64.2,2,12900
2017,9450,145,70.6,1.4,16700
2016,52074,145,56.5,2,15700
2014,51541,200,40.9,2,17450
2017,16000,145,56.5,2,19200
2016,16813,145,47.9,1.4,16200
2017,36000,145,55.4,1.4,11300
2014,33507,30,61.4,2,14800
2017,20000,145,34,3,37700
2016,21732,125,52.3,1.4,14400
2017,28105,30,62.8,2,16600
2017,12889,145,50.4,1.4,20700
2016,18725,20,61.4,1.4,14000
2016,23212,125,53.3,1.4,13500
2016,42103,125,57.6,2,17200
2017,21218,30,65.7,2,19000
2017,37344,30,62.8,2,16800
2017,28047,145,47.9,1.4,17700
2015,40573,0,74.3,1.6,9800
2016,19005,150,51.4,2,19500
2017,22040,150,55.4,2,27000
2016,30590,30,56.5,0,12000
2015,26240,160,50.4,2,18500
2016,35002,30,57.6,1.4,11000
2017,47098,145,70.6,1.6,14000
2013,49826,30,55.4,1.2,9000
2016,35981,30,55.4,1.4,13000
2017,16340,145,55.4,1.4,14300
2016,24168,160,49.6,2,17500
2015,36921,30,58.9,1.4,12800
2017,32596,150,57.6,1.4,11800
2016,33638,20,65.7,2,15200
2017,22300,145,76.3,1.6,13200
2017,23785,145,70.6,1.4,15800
2017,13510,145,61.4,1.4,13700
2016,36120,0,76.3,1.6,10995
2017,27626,150,67.3,1,11495
2015,49359,20,67.3,2,13800
2017,9610,145,41.5,2,27000
2017,15144,0,67.3,1,11300
2017,11032,150,55.4,1.5,16000
2018,4552,150,55.4,1.4,14450
2015,34076,0,76.3,1.6,12800
2017,24756,125,52.3,1.4,16300
2016,41854,325,29.4,4,49500
2016,42164,30,62.8,2,16500
2016,44457,30,68.9,1.6,13500
2016,41816,0,67.3,1,10500
2018,32389,150,61.4,2,22300
2016,36867,20,68.9,2,15500
2016,19542,30,62.8,2,17500
2016,14390,30,56.5,1.4,15700
2015,13842,20,72.4,1.6,12200
2017,23994,145,49.6,1.4,19600
2018,23611,145,60.1,1,18500
2016,30092,30,64.2,2,17200
2017,33187,20,70.6,2,16000
2016,28072,20,70.6,2,16000
2016,27642,30,56.5,1.4,12900
2017,30233,145,72.4,2,16000
2016,45907,30,64.2,2,15800
2016,45211,145,51.4,2,17500
2016,45188,20,72.4,1.6,13000
2015,20578,160,49.6,2,19500
2017,19333,20,60.1,1.4,16400
2016,31731,145,52.3,2,18000
2016,37655,20,68.9,2,16000
2016,16133,0,67.3,1,11800
2015,20048,0,67.3,1,10800
2017,29924,160,46.3,1.8,19500
2015,36496,145,53.3,2,17500
2017,22889,145,67.3,2,15700
2017,54181,145,67.3,1.6,16400
2016,38895,125,58.9,2,17000
2018,17560,145,54.3,1.4,16700
2017,25302,145,74.3,2,16500
2016,26012,20,61.4,1.4,12500
2016,36967,30,61.4,2,17000
2016,26059,30,57.6,1.4,16800
2016,44912,205,47.9,2,18800
2018,22383,150,60.1,1,15000
2015,32472,30,55.4,1.4,13000
2015,41329,20,68.9,1.6,13700
2017,25986,165,51.4,2,21500
2016,29701,20,62.8,1.4,11500
2018,10844,150,70.6,1.4,17000
2019,5638,145,38.2,2,32000
2017,43528,30,65.7,2,18300
2018,23541,145,51.4,1.4,16000
2017,27607,200,40.9,0,27000
2014,38403,200,47.9,2,13000
2017,28065,125,51.4,1.4,16500
2016,32498,150,52.3,2,18300
2016,52775,20,72.4,1.6,15300
2017,42235,145,60.1,1.4,14000
2018,18000,150,52.3,1.4,17400
2015,29544,0,67.3,1,9600
2016,94940,30,61.4,2,13500
2015,72260,0,176.6,1.4,11295
2013,93080,145,55.4,3,12000
2014,124460,145,55.4,2,7195
2014,60770,30,64.2,2,11495
2015,108950,20,68.9,2,7295
2015,99280,20,67.3,2,10000
2015,64850,145,47.9,2,13500
2014,107200,200,47.9,3,11295
2014,104290,125,60.1,2,8795
2014,53460,30,60.1,2,14000
2015,100000,20,68.9,2,8195
2015,90430,145,55.4,2,11795
2016,76890,30,67.3,2,13500
